5.023609351606587309e-02,2.303351376252447469e-05,9.330876425198664226e-02,1.522515259702867524e-02,6.198318553495336253e-02,2.303351376252447469e-05,1.174709201888748033e-03,1.006794886559944785e-01,2.303351376252447469e-05,1.405274674651618150e-01,8.248301278360013755e-02,1.865944949902107741e-01,2.326384890014971795e-03,7.925832085684671180e-02,1.861338247149602609e-01
8.266503418018569804e-02,3.593510866238138618e-02,1.552902765023977082e-02,2.240791755943270791e-01,3.552698704213855946e-02,2.040608101214162000e-05,7.774716865625956423e-03,1.244770941740638674e-03,1.448831751862054854e-03,2.267115600448933732e-02,1.155188246097337001e-01,1.757167635955514673e-01,8.366493214978063149e-04,1.389858177736965628e-01,1.420467299255178117e-01
7.634258762997106484e-02,2.960660306570907924e-02,7.184049737378069012e-02,6.024225533283310112e-03,5.318898059813484402e-02,1.434451709722371071e-01,8.105906313645622197e-02,2.143852502947797293e-05,1.950905777682495398e-03,6.841033336906421347e-02,1.518061957337335233e-01,1.764604995176331792e-01,2.143852502947797293e-05,1.016400471647550680e-01,3.818201307750026391e-02
2.521728177352311473e-02,2.771129865222320544e-04,9.726665826930346037e-02,4.559768232774909225e-03,1.252298778183650596e-01,2.519208968383927891e-05,1.839274467817105796e-01,1.242221942310114818e-01,6.099004912457488964e-02,1.463660410631062100e-02,1.426124197002141547e-01,1.421085779065373589e-01,2.519208968383927891e-05,6.376117898979720422e-02,1.514044589998740642e-02
9.099654920004181247e-02,2.739726027397259862e-03,7.970302206420577795e-02,2.091393914043709684e-05,7.363797971347901816e-02,2.091393914043709684e-05,1.788350935898776195e-01,2.091393914043709684e-05,2.469936212485621119e-02,8.346753110948446075e-02,1.430722576597301954e-01,1.315695911324897827e-01,1.158841367771619585e-01,7.531109484471398829e-02,2.091393914043709684e-05
5.585828007624173142e-02,2.226931270321785006e-01,2.199798183652875924e-02,2.242403856934633948e-05,1.291848861980042784e-01,6.525395223679785438e-03,2.289494337930261109e-02,1.367866352730126708e-03,1.639197219419217394e-02,2.132526067944836776e-02,1.601300594237022035e-01,1.975782038345106073e-01,3.386029823971297044e-03,6.482789550398027068e-02,7.581567440295998439e-02
4.843336073810176196e-02,1.826984561980450974e-05,1.014159130355348354e-01,1.826984561980450974e-05,6.743400018269844753e-02,1.826984561980450974e-05,7.127066776285739813e-02,7.309765232483785014e-02,7.035717548186716519e-02,6.816479400749063389e-02,1.512925915776011376e-01,1.200511555677354347e-01,1.408787795743125792e-01,8.753083036448340570e-02,1.826984561980450974e-05
8.582302568981921287e-02,2.958221607127410873e-03,9.274284231467865014e-02,1.729954156214860253e-05,9.810570019894471194e-02,1.541389153187440117e-02,2.700458437851396484e-02,8.822766196695785426e-04,1.593460773289507582e-01,9.706772770521579496e-02,1.273419254389758504e-01,1.468904074042037822e-01,1.902949571836346312e-04,8.046016780555313719e-02,6.575555747772683646e-02
1.330326944757610069e-02,5.261180007515972503e-04,1.207816610296881116e-01,2.505323813102844130e-05,1.017412000501064923e-01,6.716773142928725293e-02,1.285481648503069285e-01,1.202805962670675383e-01,1.330326944757610069e-02,2.532882375046974915e-02,1.613679068019541751e-01,1.533508706000250854e-01,2.505323813102844130e-05,8.520606288362772562e-02,9.044218965301267441e-03
1.653565217391304298e-01,3.501449275362318678e-03,1.052985507246376878e-01,2.622608695652173944e-02,4.755942028985506859e-02,3.269565217391304061e-03,7.211594202898551249e-03,1.048347826086956508e-01,6.515942028985507832e-03,1.104000000000000120e-01,1.046028985507246462e-01,1.426318840579710312e-01,2.550724637681159378e-04,1.243130434782608734e-01,4.802318840579709869e-02
4.244017880620561817e-02,1.753002015952318329e-05,1.327197826277499992e-01,1.982645280042071717e-02,5.313349110351476418e-02,2.487685160837934395e-01,1.928302217547550026e-04,8.556402839863265497e-02,1.753002015952318329e-05,1.097554562187746385e-01,9.432903847839424483e-02,1.227276711368217865e-01,1.928302217547550026e-04,8.381102638268032867e-02,6.503637479183099930e-03
